Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16933,47.0,0,1,1,0,290.0,1,0,0,22,5,1352,2,-1,0,3,1
16934,42.0,3,1,0,0,4279.0,1,0,0,22,5,98,1,-1,0,3,0
16935,60.0,5,2,1,0,-330.0,0,1,0,22,5,69,6,-1,0,3,0
16936,36.0,1,1,1,0,420.0,1,0,0,22,5,58,1,-1,0,3,0
16937,37.0,5,1,1,0,-252.0,0,0,0,22,5,438,3,-1,0,3,0
16938,30.0,0,1,1,0,32.0,1,1,0,22,5,163,1,-1,0,3,0
16939,34.0,4,1,2,0,1703.0,1,0,0,22,5,153,5,-1,0,3,0
16940,37.0,0,0,2,0,0.0,1,1,0,22,5,139,3,-1,0,3,0
16941,25.0,1,2,1,0,0.0,1,0,0,22,5,135,1,-1,0,3,0
16942,36.0,0,2,1,0,22.0,1,0,0,22,5,77,5,-1,0,3,0
16943,47.0,0,1,1,0,1715.0,0,0,0,22,5,211,8,-1,0,3,0
16944,51.0,9,0,1,1,-113.0,0,1,0,22,5,314,4,-1,0,3,0
16945,25.0,2,1,2,0,38.0,1,0,0,22,5,278,5,-1,0,3,0
16946,34.0,9,1,1,0,1.0,0,0,0,22,5,344,3,-1,0,3,0
16947,27.0,4,1,2,0,1.0,1,0,0,22,5,152,1,-1,0,3,0
16948,33.0,4,2,2,0,30.0,1,0,0,22,5,1077,1,-1,0,3,1
16949,32.0,4,1,2,0,553.0,1,0,0,22,5,72,1,-1,0,3,0
16950,37.0,9,2,1,0,-59.0,1,0,0,22,5,70,1,-1,0,3,0
16951,42.0,3,0,1,0,1406.0,1,0,0,22,5,178,1,-1,0,3,0
16952,46.0,1,1,1,0,942.0,0,0,1,22,5,425,2,-1,0,3,0
16953,30.0,7,1,1,0,44.0,1,1,0,22,5,90,1,-1,0,3,0
16954,40.0,2,1,2,0,121.0,1,0,0,22,5,80,1,-1,0,3,0
16955,42.0,9,0,1,0,-263.0,1,0,0,22,5,307,1,-1,0,3,0
16956,27.0,0,1,1,0,512.0,1,0,0,22,5,259,1,-1,0,3,0
16957,26.0,7,2,1,0,47.0,1,0,0,22,5,161,1,-1,0,3,0
16958,33.0,9,2,2,0,1257.0,1,0,0,22,5,66,1,-1,0,3,0
16959,29.0,9,2,1,0,-496.0,1,1,0,22,5,422,8,-1,0,3,0
16960,37.0,0,1,1,0,0.0,1,0,0,22,5,185,1,-1,0,3,0
16961,40.0,7,1,1,0,1305.0,0,0,0,22,5,255,1,-1,0,3,0
16962,29.0,1,1,1,0,210.0,0,1,0,22,5,518,1,-1,0,3,0
16963,43.0,9,1,2,0,788.0,0,1,0,22,5,168,3,-1,0,3,0
16964,34.0,4,2,2,0,27.0,0,1,0,22,5,255,1,-1,0,3,0
16965,36.0,3,1,1,0,399.0,1,0,0,22,5,139,1,-1,0,3,0
16966,27.0,7,0,1,0,10.0,1,0,0,22,5,527,1,-1,0,3,0
16967,36.0,4,0,2,0,81.0,0,1,0,22,5,560,1,-1,0,3,1
16968,39.0,7,1,1,0,-378.0,1,1,0,22,5,132,6,-1,0,3,0
16969,33.0,4,1,2,0,85.0,1,0,0,22,5,702,2,-1,0,3,0
16970,34.0,4,1,2,0,0.0,0,0,0,22,5,81,2,-1,0,3,0
16971,28.0,9,2,1,0,0.0,0,1,0,22,5,188,2,-1,0,3,0
16972,32.0,9,2,2,0,259.0,0,0,0,22,5,407,4,-1,0,3,0
16973,43.0,0,1,1,0,2.0,1,1,0,22,5,254,1,-1,0,3,0
16974,42.0,2,1,1,0,2239.0,1,0,0,22,5,176,1,-1,0,3,0
16975,37.0,4,1,2,0,0.0,0,0,0,22,5,89,1,-1,0,3,0
16976,47.0,4,1,2,0,109.0,1,0,0,22,5,268,1,-1,0,3,0
16977,52.0,6,1,1,0,0.0,1,0,0,22,5,150,1,-1,0,3,0
16978,44.0,9,1,1,0,196.0,0,0,0,22,5,367,1,-1,0,3,0
16979,60.0,5,0,0,0,-137.0,1,0,0,22,5,152,1,-1,0,3,0
16980,33.0,0,2,1,0,241.0,0,0,0,22,5,490,1,-1,0,3,0
16981,38.0,9,1,1,0,0.0,1,0,0,22,5,1545,1,-1,0,3,1
16982,37.0,2,1,2,0,2089.0,1,0,0,22,5,40,1,-1,0,3,0
16983,42.0,4,1,2,0,1336.0,1,1,0,22,5,65,1,-1,0,3,0
16984,31.0,4,1,2,0,216.0,0,0,0,22,5,47,1,-1,0,3,0
16985,53.0,3,1,1,0,1103.0,0,0,0,22,5,274,6,-1,0,3,0
16986,37.0,1,2,0,0,0.0,1,1,0,22,5,118,1,-1,0,3,0
16987,47.0,9,2,1,0,-504.0,0,1,0,22,5,108,1,-1,0,3,0
16988,32.0,9,1,2,0,0.0,1,0,0,22,5,520,1,-1,0,3,0
16989,35.0,4,1,2,1,8.0,1,0,0,22,5,56,3,-1,0,3,0
16990,47.0,3,1,2,0,228.0,1,0,0,22,5,89,1,-1,0,3,0
16991,27.0,0,1,1,0,-790.0,1,0,0,22,5,273,4,-1,0,3,0
16992,29.0,1,1,0,0,-235.0,1,0,0,22,5,189,1,-1,0,3,0
16993,37.0,7,1,1,0,145.0,1,0,1,22,5,74,13,-1,0,3,0
16994,36.0,4,1,2,0,322.0,1,0,0,22,5,485,1,-1,0,3,0
16995,31.0,1,1,1,0,80.0,1,1,0,22,5,271,1,-1,0,3,0
16996,29.0,1,1,1,0,3.0,0,0,0,22,5,115,1,-1,0,3,0
16997,51.0,0,1,1,0,194.0,0,1,0,22,5,71,2,-1,0,3,0
16998,48.0,0,1,1,0,-379.0,1,0,0,22,5,599,2,-1,0,3,0
16999,34.0,7,2,1,0,418.0,1,0,0,22,5,247,1,-1,0,3,0
17000,51.0,6,1,0,0,0.0,1,0,1,22,5,215,1,-1,0,3,0
17001,30.0,2,1,1,0,-346.0,1,1,0,22,5,88,1,-1,0,3,0
17002,30.0,6,2,1,0,192.0,0,0,0,22,5,423,1,-1,0,3,0
17003,29.0,8,2,2,0,652.0,1,0,0,22,5,285,1,-1,0,3,0
17004,37.0,0,1,1,0,121.0,0,0,0,22,5,22,6,-1,0,3,0
17005,53.0,2,1,1,0,0.0,1,0,0,22,5,200,1,-1,0,3,0
17006,49.0,10,1,1,0,136.0,0,1,0,22,5,246,1,-1,0,3,0
17007,40.0,4,1,2,0,268.0,1,0,0,22,5,352,3,-1,0,3,0
17008,48.0,3,1,0,0,380.0,1,0,0,22,5,188,5,-1,0,3,0
17009,27.0,4,2,2,0,3.0,1,1,0,22,5,506,1,-1,0,3,0
17010,34.0,0,1,1,0,0.0,0,1,0,22,5,136,2,-1,0,3,0
17011,40.0,2,1,1,0,0.0,1,0,0,22,5,117,1,-1,0,3,0
17012,26.0,9,2,1,0,7.0,1,0,0,22,5,188,2,-1,0,3,0
17013,32.0,4,2,2,0,0.0,1,0,0,22,5,455,2,-1,0,3,0
17014,33.0,9,1,2,0,0.0,1,0,0,22,5,65,1,-1,0,3,0
17015,45.0,9,1,1,0,1118.0,1,0,1,22,5,27,1,-1,0,3,0
17016,37.0,7,1,1,0,0.0,1,0,0,22,5,272,1,-1,0,3,0
17017,29.0,0,2,2,0,89.0,1,0,0,22,5,120,1,-1,0,3,0
17018,56.0,1,1,1,0,345.0,1,0,1,22,5,605,1,-1,0,3,0
17019,28.0,6,1,2,0,476.0,0,1,0,22,5,630,1,-1,0,3,0
17020,32.0,10,1,2,0,283.0,1,0,0,22,5,151,2,-1,0,3,0
17021,30.0,4,2,2,0,14.0,0,1,0,22,5,90,1,-1,0,3,0
17022,54.0,3,1,0,0,167.0,1,0,0,22,5,106,2,-1,0,3,0
17023,57.0,1,1,1,0,0.0,0,1,0,22,5,127,2,-1,0,3,0
17024,35.0,9,1,2,0,328.0,1,0,0,22,5,654,2,-1,0,3,1
17025,26.0,1,1,0,0,399.0,1,0,0,22,5,1288,2,-1,0,3,0
17026,53.0,4,1,1,0,0.0,1,1,0,22,5,59,1,-1,0,3,0
17027,60.0,3,1,0,0,0.0,0,1,1,22,5,124,1,-1,0,3,0
17028,28.0,1,2,1,0,1285.0,0,0,1,22,5,29,16,-1,0,3,0
17029,55.0,2,0,2,0,1730.0,0,0,0,22,5,156,3,-1,0,3,0
17030,45.0,0,1,1,0,0.0,0,0,0,22,5,73,2,-1,0,3,0
17031,47.0,4,2,2,0,-295.0,0,1,0,22,5,333,2,-1,0,3,0
17032,30.0,4,2,2,0,77.0,0,0,0,22,5,267,1,-1,0,3,0
17033,25.0,0,2,1,0,18.0,1,0,0,22,5,129,1,-1,0,3,0
17034,37.0,9,1,1,0,54.0,1,1,0,22,5,106,2,-1,0,3,0
17035,33.0,0,1,1,0,252.0,1,0,0,22,5,270,2,-1,0,3,0
17036,49.0,1,1,0,0,247.0,0,1,0,22,5,283,1,-1,0,3,0
17037,33.0,1,1,1,0,1924.0,1,1,0,22,5,81,1,-1,0,3,0
17038,44.0,4,1,2,0,-199.0,1,0,1,22,5,261,12,-1,0,3,0
17039,55.0,9,1,2,0,255.0,0,0,0,22,5,114,1,-1,0,3,0
17040,44.0,9,2,2,0,342.0,1,0,0,22,5,70,1,-1,0,3,0
17041,36.0,4,1,2,0,0.0,1,0,0,22,5,99,1,-1,0,3,0
17042,50.0,4,1,1,0,-1.0,0,0,0,22,5,139,1,-1,0,3,0
17043,41.0,9,2,2,0,145.0,0,0,0,22,5,1833,2,-1,0,3,1
17044,26.0,4,1,2,0,877.0,1,0,0,22,5,611,1,-1,0,3,0
17045,42.0,4,0,2,0,621.0,0,1,0,22,5,87,2,-1,0,3,0
17046,31.0,4,2,2,0,78.0,1,0,0,22,5,369,2,-1,0,3,0
17047,36.0,0,1,2,0,0.0,1,0,0,22,5,62,1,-1,0,3,0
17048,43.0,1,1,0,1,0.0,0,1,0,22,5,431,8,-1,0,3,0
17049,52.0,4,2,2,0,269.0,0,1,0,22,5,86,1,-1,0,3,0
17050,30.0,4,1,2,0,3.0,1,0,0,22,5,67,9,-1,0,3,0
17051,30.0,2,2,2,0,676.0,0,1,0,22,5,214,1,-1,0,3,0
17052,26.0,9,2,1,0,1842.0,1,1,0,22,5,611,1,-1,0,3,0
17053,34.0,9,2,1,0,201.0,0,0,0,22,5,257,2,-1,0,3,0
17054,26.0,1,1,0,0,5116.0,1,0,0,22,5,246,3,-1,0,3,0
17055,30.0,7,2,1,0,311.0,1,0,0,22,5,654,1,-1,0,3,0
17056,50.0,0,0,1,0,175.0,0,0,0,22,5,112,3,-1,0,3,0
17057,59.0,3,1,0,0,5.0,0,1,1,22,5,204,2,-1,0,3,0
17058,52.0,1,1,1,0,5275.0,0,1,0,22,5,1029,3,-1,0,3,0
17059,43.0,4,0,2,0,3163.0,1,0,0,22,5,211,3,-1,0,3,0
17060,52.0,9,1,1,0,83.0,0,0,1,22,5,135,3,-1,0,3,0
17061,32.0,7,2,2,0,143.0,1,1,0,22,5,115,3,-1,0,3,0
17062,28.0,1,1,0,0,413.0,1,0,0,22,5,443,1,-1,0,3,0
17063,33.0,4,1,2,0,149.0,1,1,0,22,5,153,1,-1,0,3,0
17064,43.0,9,1,0,0,2309.0,1,0,0,22,5,578,1,-1,0,3,0
17065,58.0,4,1,2,0,2183.0,1,0,0,22,5,209,1,-1,0,3,0
17066,41.0,0,1,1,0,2993.0,1,0,0,22,5,24,12,-1,0,3,0
17067,35.0,1,1,1,0,162.0,0,1,0,22,5,675,2,-1,0,3,0
17068,41.0,4,0,3,0,465.0,1,0,0,22,5,1508,1,-1,0,3,1
17069,29.0,9,2,3,0,0.0,0,1,0,22,5,338,6,-1,0,3,0
17070,31.0,1,2,1,0,1139.0,1,0,0,22,5,101,1,-1,0,3,0
17071,36.0,6,1,1,0,189.0,1,0,0,22,5,632,1,-1,0,3,0
17072,32.0,4,1,2,0,423.0,0,0,0,22,5,212,17,-1,0,3,0
17073,27.0,7,2,2,0,9965.0,1,0,0,22,5,662,1,-1,0,3,0
17074,28.0,4,2,2,0,187.0,1,0,0,22,5,263,2,-1,0,3,0
17075,32.0,0,1,1,0,57.0,0,1,0,22,5,50,2,-1,0,3,0
17076,57.0,9,1,1,0,272.0,0,1,1,22,5,563,1,-1,0,3,0
17077,27.0,1,2,1,0,-247.0,0,1,0,22,5,264,1,-1,0,3,0
17078,51.0,1,1,1,0,0.0,1,1,0,22,5,124,2,-1,0,3,0
17079,55.0,4,0,2,0,3092.0,1,0,0,22,5,165,2,-1,0,3,0
17080,52.0,2,0,1,0,105.0,0,1,1,22,5,275,4,-1,0,3,0
17081,55.0,7,0,1,1,-404.0,1,0,0,22,5,502,3,-1,0,3,0
17082,28.0,7,2,1,0,47.0,0,0,0,22,5,405,2,-1,0,3,0
17083,39.0,4,1,2,0,-124.0,0,1,0,22,5,182,1,-1,0,3,0
17084,45.0,0,1,1,0,644.0,0,1,1,22,5,92,1,-1,0,3,0
17085,26.0,8,2,1,0,141.0,0,0,0,22,5,128,1,-1,0,3,0
17086,50.0,3,1,1,0,0.0,1,0,0,22,5,160,1,-1,0,3,0
17087,27.0,9,2,1,0,285.0,0,0,0,22,5,139,1,-1,0,3,0
17088,43.0,7,1,1,0,87.0,0,0,0,22,5,183,1,-1,0,3,0
17089,35.0,7,1,1,0,33.0,1,0,0,22,5,181,1,-1,0,3,0
17090,48.0,7,2,0,0,204.0,1,0,0,22,5,134,1,-1,0,3,0
17091,33.0,7,1,1,0,3444.0,1,0,0,22,5,487,4,-1,0,3,0
17092,41.0,4,1,2,0,9.0,1,0,0,22,5,82,3,-1,0,3,0
17093,34.0,4,1,2,0,1790.0,1,0,0,22,5,681,1,-1,0,3,0
17094,27.0,1,1,0,0,237.0,1,0,0,22,5,283,6,-1,0,3,0
17095,26.0,9,2,1,0,-525.0,1,1,0,22,5,417,1,-1,0,3,0
17096,27.0,7,2,1,1,-1.0,0,0,0,22,5,60,2,-1,0,3,0
17097,39.0,6,1,2,0,127.0,0,0,0,22,5,77,1,-1,0,3,0
17098,37.0,4,1,2,0,347.0,1,0,0,22,5,282,1,-1,0,3,0
17099,50.0,1,1,1,0,2013.0,0,1,0,22,5,226,1,-1,0,3,0
17100,60.0,5,1,1,0,1339.0,0,1,0,22,5,137,1,-1,0,3,0
17101,30.0,1,1,1,0,537.0,1,0,0,22,5,661,2,-1,0,3,0
17102,57.0,7,0,1,0,14.0,0,1,0,22,5,445,2,-1,0,3,0
17103,32.0,2,1,2,0,964.0,1,0,0,22,5,370,2,-1,0,3,0
17104,26.0,0,2,1,0,321.0,1,0,0,22,5,242,7,-1,0,3,0
17105,34.0,1,0,1,0,2551.0,1,1,0,22,5,1408,2,-1,0,3,0
17106,58.0,0,0,1,0,74.0,1,0,1,22,5,514,11,-1,0,3,0
17107,54.0,4,1,2,0,122.0,1,0,0,22,5,126,3,-1,0,3,0
17108,51.0,4,0,2,0,0.0,0,1,0,22,5,176,4,-1,0,3,0
17109,35.0,9,2,1,0,144.0,0,0,0,22,5,163,2,-1,0,3,0
17110,34.0,0,2,1,0,1.0,1,0,0,22,5,483,7,-1,0,3,0
17111,31.0,6,1,2,0,0.0,1,0,0,22,5,392,2,-1,0,3,0
17112,39.0,0,1,1,0,651.0,1,0,0,22,5,608,3,-1,0,3,0
17113,43.0,7,0,1,0,957.0,0,1,0,22,5,145,4,-1,0,3,0
17114,50.0,3,0,0,0,34.0,1,0,0,22,5,160,2,-1,0,3,0
17115,35.0,4,2,2,0,219.0,0,0,0,22,5,160,6,-1,0,3,0
17116,31.0,1,1,0,0,-81.0,1,0,0,22,5,261,1,-1,0,3,0
17117,36.0,4,1,2,0,348.0,0,1,0,22,5,307,1,-1,0,3,0
17118,57.0,2,1,3,0,975.0,1,1,0,22,5,236,4,-1,0,3,0
17119,29.0,4,2,1,0,0.0,1,0,0,22,5,403,7,-1,0,3,0
17120,34.0,9,2,2,0,228.0,1,0,0,22,5,387,4,-1,0,3,0
17121,29.0,9,2,1,0,-247.0,0,1,0,22,5,211,1,-1,0,3,0
17122,28.0,1,1,1,0,751.0,1,0,0,22,5,598,5,-1,0,3,1
17123,34.0,1,1,0,0,197.0,1,0,0,22,5,181,1,-1,0,3,0
17124,53.0,5,1,0,0,3126.0,1,0,0,22,5,237,1,-1,0,3,0
17125,45.0,1,1,1,0,2926.0,1,1,0,22,5,477,2,-1,0,3,0
17126,31.0,4,2,2,0,4331.0,1,0,0,22,5,318,1,-1,0,3,0
17127,33.0,1,0,1,0,474.0,0,0,0,22,5,400,2,-1,0,3,0
17128,36.0,0,2,1,0,-301.0,0,1,0,22,5,312,3,-1,0,3,0
17129,44.0,11,1,3,0,722.0,1,0,1,22,5,269,2,-1,0,3,0
17130,44.0,7,1,0,0,440.0,0,1,1,22,5,249,21,-1,0,3,0
17131,59.0,3,1,0,0,0.0,1,0,0,22,5,186,2,-1,0,3,0
17132,26.0,7,2,1,1,0.0,0,1,0,22,5,240,10,-1,0,3,0
17133,42.0,9,1,1,0,33.0,0,0,1,22,5,158,5,-1,0,3,0
17134,52.0,3,0,2,0,4306.0,0,0,0,22,5,107,2,-1,0,3,0
17135,44.0,1,1,0,0,318.0,0,0,1,22,5,287,2,-1,0,3,0
17136,33.0,1,1,1,0,-130.0,1,0,0,22,5,124,2,-1,0,3,0
17137,50.0,9,0,1,0,-556.0,1,1,0,22,5,270,2,-1,0,3,0
17138,28.0,9,2,2,0,968.0,0,1,0,22,5,470,2,-1,0,3,0
17139,51.0,10,1,2,0,1634.0,1,0,0,22,5,168,4,-1,0,3,0
17140,37.0,0,1,1,0,2991.0,1,0,0,22,5,139,3,-1,0,3,0
17141,35.0,0,2,1,0,507.0,1,0,0,22,5,560,2,-1,0,3,1
17142,40.0,4,1,2,0,995.0,1,0,0,22,5,96,2,-1,0,3,0
17143,43.0,4,1,2,0,409.0,0,0,0,22,5,100,7,-1,0,3,0
17144,30.0,1,1,1,0,791.0,1,1,0,22,5,137,2,-1,0,3,0
17145,29.0,1,2,1,0,0.0,0,0,0,22,5,55,3,-1,0,3,0
17146,26.0,7,1,1,0,-379.0,1,1,0,22,5,1237,7,-1,0,3,1
17147,52.0,4,1,1,0,-588.0,1,0,0,22,5,81,4,-1,0,3,0
17148,54.0,9,0,1,0,-369.0,0,0,0,22,5,246,4,-1,0,3,0
17149,28.0,4,1,1,0,143.0,1,0,0,22,5,44,13,-1,0,3,0
17150,38.0,0,2,1,0,-327.0,0,0,0,22,5,345,5,-1,0,3,0
17151,27.0,4,1,1,0,2.0,1,0,0,22,5,493,5,-1,0,3,0
17152,35.0,4,1,2,0,-196.0,1,0,0,22,5,216,2,-1,0,3,0
17153,33.0,9,2,1,0,920.0,1,0,0,22,5,187,4,-1,0,3,0
17154,31.0,0,1,1,0,84.0,1,0,0,22,5,580,3,-1,0,3,0
17155,50.0,3,0,0,0,94.0,1,0,0,22,5,184,4,-1,0,3,0
17156,26.0,4,2,1,0,-38.0,0,0,0,22,5,443,2,-1,0,3,0
17157,61.0,9,1,1,0,50.0,1,0,0,22,5,213,5,-1,0,3,0
17158,49.0,0,1,1,0,635.0,0,0,1,22,5,400,8,-1,0,3,0
17159,26.0,7,2,2,0,238.0,1,0,0,22,5,156,3,-1,0,3,0
17160,34.0,1,1,0,0,0.0,1,0,0,22,5,149,2,-1,0,3,0
17161,56.0,2,1,2,0,693.0,0,0,0,22,5,89,5,-1,0,3,0
17162,32.0,9,1,1,0,476.0,1,0,0,22,5,503,7,-1,0,3,0
17163,32.0,4,1,2,0,663.0,0,1,0,22,5,62,3,-1,0,3,0
17164,60.0,1,1,1,0,-223.0,0,1,0,22,5,282,2,-1,0,3,0
17165,43.0,1,2,0,0,189.0,0,1,1,22,5,97,15,-1,0,3,0
17166,27.0,1,2,1,0,113.0,0,0,0,22,5,39,17,-1,0,3,0
17167,36.0,0,1,1,0,286.0,1,0,0,22,5,167,9,-1,0,3,0
17168,32.0,9,1,1,0,268.0,1,1,0,22,5,102,5,-1,0,3,0
17169,37.0,0,1,1,0,1396.0,1,0,0,22,5,199,2,-1,0,3,0
17170,26.0,4,2,2,0,97.0,1,0,0,22,5,233,1,-1,0,3,0
17171,46.0,1,1,1,0,209.0,1,0,0,22,5,126,4,-1,0,3,0
17172,59.0,1,1,1,0,786.0,0,1,0,22,5,44,4,-1,0,3,0
17173,34.0,1,2,1,0,-199.0,0,0,0,22,5,78,10,-1,0,3,0
17174,59.0,7,1,1,0,292.0,0,1,0,22,5,246,4,-1,0,3,0
17175,34.0,4,2,2,0,184.0,0,0,0,22,5,203,4,-1,0,3,0
17176,25.0,0,1,1,0,7.0,1,1,0,22,5,209,3,-1,0,3,0
17177,50.0,0,1,1,0,-779.0,1,1,0,22,5,112,2,-1,0,3,0
17178,29.0,7,1,1,0,1432.0,0,0,0,22,5,728,8,-1,0,3,0
17179,31.0,4,1,2,0,322.0,1,0,0,22,5,249,3,-1,0,3,0
17180,31.0,0,1,1,0,-241.0,1,0,0,22,5,1287,5,-1,0,3,0
17181,31.0,1,1,1,0,1981.0,1,0,0,22,5,437,2,-1,0,3,0
17182,26.0,1,2,1,0,1.0,1,0,0,22,5,36,2,-1,0,3,0
17183,45.0,1,1,1,0,2071.0,0,1,1,22,5,1148,2,-1,0,3,0
17184,61.0,5,1,1,0,479.0,0,0,0,22,5,464,5,-1,0,3,0
17185,39.0,1,2,1,0,0.0,0,0,0,22,5,864,4,-1,0,3,1
17186,42.0,1,1,1,0,41.0,1,0,0,22,5,188,3,-1,0,3,0
17187,32.0,9,1,1,0,4790.0,1,0,0,22,5,314,2,-1,0,3,0
17188,25.0,0,1,3,0,349.0,1,0,0,22,5,1037,8,-1,0,3,1
17189,34.0,1,1,1,0,1650.0,1,1,1,22,5,351,11,-1,0,3,0
17190,30.0,0,2,1,0,1700.0,1,0,0,22,5,279,3,-1,0,3,0
17191,43.0,0,2,1,0,1119.0,0,0,1,22,5,119,2,-1,0,3,0
17192,41.0,4,2,2,0,336.0,1,0,0,22,5,162,3,-1,0,3,0
17193,27.0,1,1,0,0,300.0,0,1,0,22,5,209,2,-1,0,3,0
17194,46.0,9,1,1,0,783.0,1,0,0,22,5,136,4,-1,0,3,0
17195,46.0,7,1,1,0,-119.0,1,0,0,22,5,151,3,-1,0,3,0
17196,35.0,7,0,1,0,543.0,1,0,0,22,5,624,2,-1,0,3,0
17197,42.0,1,1,0,0,-119.0,1,0,0,22,5,167,3,-1,0,3,0
17198,48.0,9,0,2,0,113.0,0,1,0,22,5,38,1,-1,0,3,0
17199,27.0,1,2,1,0,148.0,0,0,0,22,5,203,1,-1,0,3,0
17200,37.0,0,1,1,0,1110.0,1,0,1,22,5,802,11,-1,0,3,1
17201,34.0,1,1,1,1,-7.0,1,0,0,22,5,143,5,-1,0,3,0
17202,28.0,7,2,2,0,2474.0,1,0,0,22,5,262,1,-1,0,3,0
17203,35.0,4,2,1,0,1031.0,1,0,0,22,5,254,1,-1,0,3,0
17204,58.0,3,1,0,0,1310.0,1,1,0,22,5,1226,2,-1,0,3,0
17205,54.0,6,1,1,0,9.0,1,0,0,22,5,113,2,-1,0,3,0
17206,26.0,4,1,1,0,288.0,1,0,0,22,5,714,1,-1,0,3,0
17207,53.0,0,0,1,0,223.0,1,1,0,22,5,534,1,-1,0,3,0
17208,27.0,4,0,2,0,148.0,0,0,0,22,5,174,9,-1,0,3,0
17209,34.0,1,1,1,0,246.0,1,0,0,22,5,532,1,-1,0,3,0
17210,26.0,7,2,1,0,209.0,1,0,0,22,5,319,2,-1,0,3,0
17211,27.0,7,1,1,0,0.0,1,0,0,22,5,1608,13,-1,0,3,1
17212,52.0,9,1,1,0,192.0,1,0,0,23,5,61,2,-1,0,3,0
17213,48.0,9,0,1,0,485.0,1,0,0,23,5,84,2,-1,0,3,0
17214,33.0,3,1,1,0,0.0,1,1,0,23,5,85,13,-1,0,3,0
17215,36.0,9,0,2,0,119.0,0,0,0,23,5,127,8,-1,0,3,0
17216,25.0,9,2,1,0,0.0,1,0,0,23,5,487,5,-1,0,3,0
17217,28.0,4,2,2,0,466.0,1,0,0,23,5,170,2,-1,0,3,0
17218,53.0,4,1,3,0,527.0,1,0,0,23,5,71,3,-1,0,3,0
17219,45.0,9,2,2,0,2100.0,1,0,0,23,5,285,2,-1,0,3,0
17220,56.0,9,1,1,0,205.0,0,1,0,23,5,442,2,-1,0,3,0
17221,50.0,7,1,1,0,2362.0,1,1,0,23,5,59,4,-1,0,3,0
17222,30.0,0,2,1,0,98.0,1,0,0,23,5,100,5,-1,0,3,0
17223,32.0,0,1,1,0,1539.0,1,1,0,23,5,218,2,-1,0,3,0
17224,39.0,3,1,1,0,1029.0,1,1,0,23,5,133,3,-1,0,3,0
17225,31.0,1,2,0,0,302.0,1,0,0,23,5,40,8,-1,0,3,0
17226,44.0,1,1,0,0,-89.0,0,1,0,23,5,187,4,-1,0,3,0
17227,29.0,9,2,1,0,-522.0,1,1,0,23,5,89,6,-1,0,3,0
17228,30.0,4,1,2,0,126.0,1,1,0,23,5,75,10,-1,0,3,0
17229,48.0,5,1,2,0,4.0,0,1,0,23,5,70,5,-1,0,3,0
17230,32.0,1,2,0,0,354.0,0,0,0,23,5,284,8,-1,0,3,0
17231,25.0,4,1,1,0,2228.0,1,0,0,23,5,754,1,-1,0,3,1
17232,42.0,4,1,2,0,176.0,1,0,0,23,5,123,1,-1,0,3,0
17233,57.0,9,1,1,0,1741.0,0,0,0,23,5,364,2,-1,0,3,0
17234,49.0,7,1,1,0,702.0,0,1,0,23,5,194,1,-1,0,3,0
17235,50.0,7,2,1,0,294.0,0,0,0,23,5,73,1,-1,0,3,0
17236,29.0,9,2,2,0,48.0,1,0,0,23,5,164,1,-1,0,3,0
17237,45.0,0,1,1,0,295.0,1,0,0,23,5,92,1,-1,0,3,0
17238,49.0,10,0,1,0,-214.0,1,0,0,23,5,73,1,-1,0,3,0
17239,46.0,1,1,1,0,0.0,1,0,0,23,5,122,1,-1,0,3,0
17240,27.0,7,1,1,0,2526.0,1,0,0,23,5,500,3,-1,0,3,0
17241,46.0,4,1,2,0,99.0,1,0,0,23,5,569,1,-1,0,3,0
17242,40.0,7,0,1,0,-81.0,0,1,0,23,5,186,1,-1,0,3,0
17243,51.0,7,1,1,0,-709.0,1,1,1,23,5,38,1,-1,0,3,0
17244,50.0,1,1,0,0,0.0,1,0,0,23,5,137,1,-1,0,3,0
17245,37.0,4,1,2,0,1066.0,1,0,0,23,5,181,1,-1,0,3,0
17246,37.0,7,1,1,0,658.0,1,0,1,23,5,175,1,-1,0,3,0
17247,41.0,0,2,2,0,982.0,0,0,0,23,5,105,1,-1,0,3,0
17248,46.0,4,0,2,0,2166.0,1,0,0,23,5,870,1,-1,0,3,1
17249,59.0,9,1,1,0,2342.0,0,1,1,23,5,226,1,-1,0,3,0
17250,33.0,4,2,2,0,370.0,0,0,0,23,5,141,1,-1,0,3,0
17251,49.0,2,1,1,0,273.0,0,0,0,23,5,58,1,-1,0,3,0
17252,50.0,9,1,1,0,3263.0,1,0,0,23,5,115,1,-1,0,3,0
17253,40.0,5,1,0,0,630.0,1,0,0,23,5,177,2,-1,0,3,0
17254,34.0,9,1,1,0,0.0,1,0,0,23,5,429,1,-1,0,3,0
17255,34.0,0,1,1,0,804.0,1,0,0,23,5,256,9,-1,0,3,0
17256,26.0,1,1,1,0,0.0,1,0,1,23,5,157,4,-1,0,3,0
17257,41.0,4,1,2,0,0.0,1,0,0,23,5,285,3,-1,0,3,0
17258,41.0,9,1,1,0,0.0,0,1,0,23,5,107,1,-1,0,3,0
17259,50.0,4,1,2,0,19.0,0,1,0,23,5,205,1,-1,0,3,0
17260,39.0,6,1,1,0,81.0,0,1,0,23,5,438,1,-1,0,3,0
17261,38.0,4,0,2,0,539.0,1,0,0,23,5,161,1,-1,0,3,0
